video_id,subs_contrib,channel_id
AjOlU1KggQk,0.1201015082066889,UCsU-I-vHLiaMfV_ceaYz5rQ
BXVzzkgUSYY,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
BeE81si9_9Y,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
C2SoDijgT8c,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
C7hgK6oxrXs,2.283664226854932,UCsU-I-vHLiaMfV_ceaYz5rQ
CRufyBAEAOo,1.027110875097088,UCsU-I-vHLiaMfV_ceaYz5rQ
CTC3tVeJZcw,11.72551718850275,UCsU-I-vHLiaMfV_ceaYz5rQ
CUYvtWvLSq8,13.294473307272211,UCsU-I-vHLiaMfV_ceaYz5rQ
CXjCZkn9Q_M,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
CoNpeiyOOCQ,0.8302971318797685,UCsU-I-vHLiaMfV_ceaYz5rQ
CxxxNWEunpk,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
D0ISb7HUuFs,172.017988485422,UCsU-I-vHLiaMfV_ceaYz5rQ
DBdOOXROdfw,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
DLNcr8iDlU8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
DUyyvq6kv3A,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
DWSIuFbQy24,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
DYoXi4LHmOc,0.1745984353409379,UCsU-I-vHLiaMfV_ceaYz5rQ
DwHM76VN-RA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
EUZpLGoKURU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
EZB9sVTwFtc,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Eb3Duj66fnI,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Ekk6VMI-Tns,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
F2LP_6wVev4,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
F3-inbDtCr4,0.3255931060632203,UCsU-I-vHLiaMfV_ceaYz5rQ
F84xeG7J_t4,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
FCOhpr9rtbM,7.927046655827037,UCsU-I-vHLiaMfV_ceaYz5rQ
FPrK-OnH32k,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
FnjJrVJWDQg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
FrgO-8QREv4,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
G9BbKJYaq4o,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
GC1nZL3luxk,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
GMIooTxLBHY,5.216084866537324,UCsU-I-vHLiaMfV_ceaYz5rQ
GPMDYugv42o,5.364649737960627,UCsU-I-vHLiaMfV_ceaYz5rQ
GW_Om62MkXU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
GcalW7klTUc,3.758552401335339,UCsU-I-vHLiaMfV_ceaYz5rQ
Gz9grsHs0_k,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
H-LVl7wiZEE,2.251729721782633,UCsU-I-vHLiaMfV_ceaYz5rQ
H1GpotmZs6I,0.9170756782718846,UCsU-I-vHLiaMfV_ceaYz5rQ
HD4l5CBRaeA,4.9894193033611165,UCsU-I-vHLiaMfV_ceaYz5rQ
HOD3okrt6vM,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
HWSffCrjzzs,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Hk5hwC5pkr0,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
IU_BzqLRHN4,3.4999523330868336,UCsU-I-vHLiaMfV_ceaYz5rQ
IaAf4cJNLYg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
IbN8qBndw0w,0.3891150020222493,UCsU-I-vHLiaMfV_ceaYz5rQ
IkjjsHVKAYw,19.243663333730137,UCsU-I-vHLiaMfV_ceaYz5rQ
IufZhaIDCqE,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Iw7JdtgY_n8,0.6484092986418927,UCsU-I-vHLiaMfV_ceaYz5rQ
IxYlPt6EvpY,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
J0TDpOwM-Zs,5.922809348354719,UCsU-I-vHLiaMfV_ceaYz5rQ
J6Uty7AmG_g,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
JDdsnKd8gUc,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
JHuX3IDWR-s,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
J_eVwst5WlU,10.21938873732118,UCsU-I-vHLiaMfV_ceaYz5rQ
JjBDUpI8KLU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
JlXfKxWnDQ8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
JlZd24ec3S0,11.364171321325976,UCsU-I-vHLiaMfV_ceaYz5rQ
JpLPTXXLvkw,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
JtdfGkj5OHE,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
JvUFuZWAk9c,2.791145166156028,UCsU-I-vHLiaMfV_ceaYz5rQ
Jva6hRlFfOw,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
K1DTAuMlA-c,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
K5_oslFE-cQ,5.147009143609201,UCsU-I-vHLiaMfV_ceaYz5rQ
K5bxVJbcB7o,0.4509013270534361,UCsU-I-vHLiaMfV_ceaYz5rQ
K7l6WEtzJ-c,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
KJvfj8wo7xk,1.0278051034682252,UCsU-I-vHLiaMfV_ceaYz5rQ
KUKKaVgGB6E,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
KiPoIBfrWmE,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Kj6TUrdC0MU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
KnZJ8AVIinA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
L-f7PmUugGY,37.73027062873545,UCsU-I-vHLiaMfV_ceaYz5rQ
LH_I0jWljkM,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
LI4ruPe3KLw,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
LP0UJf_fouM,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
LYWt0_3PWho,0.3203863932796932,UCsU-I-vHLiaMfV_ceaYz5rQ
LYanI9RjuPM,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Lab4rK_o2wA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
LazQKLIKYXY,0.9535226677565736,UCsU-I-vHLiaMfV_ceaYz5rQ
LkSvwnINjg0,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
LtfbZknrP54,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
M2WBMr2-QPY,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
M4ipePCiJIo,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
M6Na1Io50G0,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
MAcIMEjylFo,0.3717592927438261,UCsU-I-vHLiaMfV_ceaYz5rQ
MYuvUW3P8zg,0.2867163172795521,UCsU-I-vHLiaMfV_ceaYz5rQ
MZsllJkw2IU,0.6973523988070462,UCsU-I-vHLiaMfV_ceaYz5rQ
NEkXmoNXcnQ,0.2641538952176019,UCsU-I-vHLiaMfV_ceaYz5rQ
NL7588UgWuk,19.114536856698667,UCsU-I-vHLiaMfV_ceaYz5rQ
NMbR85vbtjU,0.3651641232180252,UCsU-I-vHLiaMfV_ceaYz5rQ
NVY2DKpfqT0,6.743040168853002,UCsU-I-vHLiaMfV_ceaYz5rQ
Nf586UBfTRg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
NfmUiqS_uLQ,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
NlUM896_2nY,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Nq1MVXHHSQg,0.8469586127870546,UCsU-I-vHLiaMfV_ceaYz5rQ
Ns2JB-MsFxc,0.451595555424573,UCsU-I-vHLiaMfV_ceaYz5rQ
NtuJPA2-Hr4,0.8424461283746647,UCsU-I-vHLiaMfV_ceaYz5rQ
O0qrFacV_Zs,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
OT9p2EBto_A,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
O_Ow47all38,3.8727529683873647,UCsU-I-vHLiaMfV_ceaYz5rQ
OfmL9ekBY8M,0.4686041505174278,UCsU-I-vHLiaMfV_ceaYz5rQ
OnQlB90XlNk,23.35141260574735,UCsU-I-vHLiaMfV_ceaYz5rQ
PBoG9lwgtFQ,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
PFS_K4xISx8,1.0406483283342582,UCsU-I-vHLiaMfV_ceaYz5rQ
PG8icHqYK3c,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
PKVn7eFfGeU,1.2947359121703743,UCsU-I-vHLiaMfV_ceaYz5rQ
PLdG8z7PF7c,1.4818304581917774,UCsU-I-vHLiaMfV_ceaYz5rQ
PPd7nt70kbU,12.845307551146618,UCsU-I-vHLiaMfV_ceaYz5rQ
PUuPz1fE-jA,0.1055227124128133,UCsU-I-vHLiaMfV_ceaYz5rQ
PZwrvbSelEA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Q9l--puZbqI,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
QOI12xFys1s,20.37109020845651,UCsU-I-vHLiaMfV_ceaYz5rQ
Qc6E_5fxV1M,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Qf6j6p91rAg,0.4630503235483323,UCsU-I-vHLiaMfV_ceaYz5rQ
QlB0s2AKGK4,0.5473990706414694,UCsU-I-vHLiaMfV_ceaYz5rQ
Qo6k63pl-9Q,4.151138545213274,UCsU-I-vHLiaMfV_ceaYz5rQ
Qo7MbVeP6kQ,750.242534376299,UCsU-I-vHLiaMfV_ceaYz5rQ
QrpL-ribC2Y,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
QzGGUAjGdZM,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
R3qCD6kOIQQ,6.512556349635542,UCsU-I-vHLiaMfV_ceaYz5rQ
RDeZCiIn4TE,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
RO6q1jQmjCs,0.1492590997944399,UCsU-I-vHLiaMfV_ceaYz5rQ
RPCpVFf8h9Y,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Re_9WldEQcg,61.50550965506189,UCsU-I-vHLiaMfV_ceaYz5rQ
RfX1GiCmm3o,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
RgNyGtoeFPg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Ro1X2CokrW0,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Rpd2wAFHHEo,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
RwkDVBwaNNY,0.4203552787234111,UCsU-I-vHLiaMfV_ceaYz5rQ
S41Z9YqQdCU,0.412024538269768,UCsU-I-vHLiaMfV_ceaYz5rQ
S5tvY5okPv0,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
SFon_S83pRA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
SIm5KvBBpiA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
SnFrmYh_fOM,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
SryqsJIf7N8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Sv99Fm322iY,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
T4JXGeTeM8E,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
TDCvCl7gqyQ,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
TV8DSNgcPjk,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
TW7tFrQV8V4,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
TXWYaR8UUbo,0.8563306957974033,UCsU-I-vHLiaMfV_ceaYz5rQ
TctI_au9Tew,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Tjd5DogyziI,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
TuLJW_NIktA,1.8108947061106824,UCsU-I-vHLiaMfV_ceaYz5rQ
Tyk8fhhGLOg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
U6b6b377g30,0.2304838192174608,UCsU-I-vHLiaMfV_ceaYz5rQ
U72GTUPTnZU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
U8gnrx8tKUM,4.727000979071358,UCsU-I-vHLiaMfV_ceaYz5rQ
U9pErMJAqeg,3.4034545894987995,UCsU-I-vHLiaMfV_ceaYz5rQ
UQ473bx60HI,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
U_aY_Ccdrwc,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Ugvu_mxVUB4,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
UmB6DYoUQfs,1.727240187388682,UCsU-I-vHLiaMfV_ceaYz5rQ
UnNbIEPD8Qg,0.1808464906811702,UCsU-I-vHLiaMfV_ceaYz5rQ
UvVHYSAyYvg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Uzy3rAIkndU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
VFOWSBYJRgk,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
VbZaFV2V-Dg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Vbmq48Ap4Wc,7.103691807658637,UCsU-I-vHLiaMfV_ceaYz5rQ
WJ1y8Ve_VTg,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
WOYp_tdB1L8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
WWAuK51uE1k,17.432768627619456,UCsU-I-vHLiaMfV_ceaYz5rQ
WbTCW6RO7q8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
WbfEoxba04Q,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
WhcnyL9evx8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
WoSLgQTFQHI,6.718047947492073,UCsU-I-vHLiaMfV_ceaYz5rQ
WuIZ4pg8G5U,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
XWMP-0xkNDA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Xcipbcpztbw,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Xgp0aDPFBe8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
XveEjwRXoKo,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
XvhMFXa-LXw,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
XxNVuZdn1Zs,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Xz1sE3PqP_M,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
YDPzLUrGBHA,34.562506571237634,UCsU-I-vHLiaMfV_ceaYz5rQ
YL-db399ZhI,0.1676561516295686,UCsU-I-vHLiaMfV_ceaYz5rQ
YWWcUF5dR3M,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Y_hely8Jkys,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
YeVVTgVTeLs,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Z6Gww0vUY1U,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
Z6p71KkcRIw,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
ZH7UUqS_C4k,0.5328202748475938,UCsU-I-vHLiaMfV_ceaYz5rQ
ZUoSfstPB4w,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
ZZeBmoOxPc8,0.506786710929959,UCsU-I-vHLiaMfV_ceaYz5rQ
ZliTUMpkaQc,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
ZzAiiyWihLI,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
_1jK-R2rMSU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
_3zH3T0Wvgc,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
_GXoqd7_29E,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
_TNshcDCatA,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
_wCA-sOmSK8,6.464654592027093,UCsU-I-vHLiaMfV_ceaYz5rQ
_wh4NZmy8MQ,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
aAdmd1a9Xas,1.306190680294134,UCsU-I-vHLiaMfV_ceaYz5rQ
aJtUkXxvVRI,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
aNuSBANWXF0,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
aPNR4nfIiUo,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
aSrIm3D2mTU,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
a_fB5TTJahI,3.8682404839749744,UCsU-I-vHLiaMfV_ceaYz5rQ
afSHhZIBYqU,0.7101956236730796,UCsU-I-vHLiaMfV_ceaYz5rQ
alycGN0_phs,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
b0DpPKQshA4,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
bB5wWsqLYW0,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
bKqiq-Lutx8,2.77691348454772,UCsU-I-vHLiaMfV_ceaYz5rQ
bMxhTEoCoq4,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
bSEuGM7H8kM,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
bZkAIWVy6SU,2.161480033534832,UCsU-I-vHLiaMfV_ceaYz5rQ
bfRYrHwzB8M,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
bsN0RYgzw2k,10.510964653198693,UCsU-I-vHLiaMfV_ceaYz5rQ
btEZsp3xguY,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
bwyfp0jZ8Y8,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
byG6BCOlc9A,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
c4XjEMIs__w,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
cG8HTn-PWYk,38.59909743521331,UCsU-I-vHLiaMfV_ceaYz5rQ
cGS1Klrv-FQ,6.483051643862222,UCsU-I-vHLiaMfV_ceaYz5rQ
cMZHX6JsFgA,0.1013573421859918,UCsU-I-vHLiaMfV_ceaYz5rQ
cSPkDP5T49A,0.0,UCsU-I-vHLiaMfV_ceaYz5rQ
